sex,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,not_recidivist
1,0,0,0,0,0,29,1,0,0,0
1,0,0,0,0,4,0,1,0,0,0
1,0,0,0,0,0,42,1,0,0,1
1,1,0,0,0,2,0,1,0,0,0
0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,241,1,0,0,0
1,0,0,0,0,2,1,0,1,0,0
1,0,0,0,0,1,2,1,0,0,1
1,0,0,0,1,12,10,1,0,0,0
1,0,0,0,0,0,7,1,0,0,0
1,0,0,0,0,0,42,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
0,0,0,0,0,1,44,1,0,0,1
1,1,0,0,0,4,31,1,0,0,1
1,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,1,0,0,1,1
1,1,0,1,1,7,2,1,0,0,0
1,0,1,0,0,11,1,1,0,0,0
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,1,4,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,1,0,1
1,1,0,0,1,2,13,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,3,0,1,0,0,1
1,1,0,0,0,3,1,0,0,1,0
1,1,0,0,0,19,1,0,1,0,0
1,0,0,0,0,1,0,1,0,0,1
0,1,0,0,0,1,1,0,1,0,0
1,1,0,0,0,3,14,1,0,0,0
1,1,0,0,4,4,-1,0,0,1,0
1,0,0,0,0,6,84,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,2,1,1,0,0,0
1,0,0,0,0,3,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,4,3,1,0,0,0
0,1,0,0,0,2,14,1,0,0,1
1,1,0,0,1,3,41,0,0,1,0
1,1,0,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0,1,0,1
1,1,0,0,2,3,-1,0,0,1,0
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,0,177,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,13,2,1,0,0,1
1,0,0,0,0,6,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,0,36,0,0,1,0
1,0,0,1,0,10,93,1,0,0,1
1,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,13,7,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,0,1,1
1,1,0,0,0,3,8,0,0,1,0
1,0,0,2,0,8,3,1,0,0,0
1,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,7,0,1,0,0,0
1,1,0,0,0,6,270,1,0,0,0
1,0,0,0,0,25,185,1,0,0,0
1,0,0,0,0,9,0,0,1,0,1
1,0,0,0,0,1,2,0,0,1,1
0,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,7,194,0,1,0,0
1,1,0,0,0,2,2,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,3,16,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,4,0,1,0,1
1,0,0,0,0,8,0,0,1,0,0
1,0,0,0,0,5,3,1,0,0,0
1,0,0,0,2,0,0,1,0,0,1
1,1,0,0,0,3,35,0,0,1,0
1,0,0,1,0,14,0,1,0,0,0
1,0,0,0,0,5,0,1,0,0,1
1,0,0,0,0,0,2,0,1,0,1
1,0,0,0,1,0,2,0,0,1,1
1,0,0,0,0,1,9,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,1,1,0,0,0
0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0
1,0,4,0,0,13,36,1,0,0,0
0,1,0,0,0,4,2,1,0,0,1
1,0,0,0,0,0,11,0,0,1,1
1,1,0,0,0,10,0,0,1,0,1
1,1,0,0,0,2,0,1,0,0,1
1,1,0,0,0,7,1,1,0,0,0
1,0,0,0,0,0,2,0,0,1,1
1,1,0,0,0,0,4,1,0,0,1
1,0,0,0,0,0,-1,0,0,1,0
1,1,0,0,0,0,7,1,0,0,1
1,1,0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,1,1,1,0,0,0
1,0,0,1,1,9,1,1,0,0,0
1,0,0,1,0,9,1,1,0,0,0
1,0,0,1,1,3,0,1,0,0,0
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,22,81,1,0,0,0
1,1,1,0,0,2,1,0,0,1,1
1,0,0,0,0,8,9,1,0,0,0
1,1,0,0,0,2,2,1,0,0,1
1,0,0,1,0,7,1,1,0,0,1
0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,10,32,1,0,0,0
1,1,0,0,0,2,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,9,243,1,0,0,0
1,0,0,0,0,16,1,1,0,0,0
1,1,0,0,0,3,1,1,0,0,0
1,1,0,1,1,4,1,1,0,0,0
1,1,0,1,1,2,11,0,0,1,0
1,0,0,0,0,5,1,1,0,0,0
1,0,0,0,0,2,47,1,0,0,1
1,0,0,0,0,9,35,0,1,0,0
1,0,0,0,0,7,1,1,0,0,0
1,0,0,0,0,0,2,1,0,0,1
1,0,0,0,2,3,7,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,2,1,0,1,0,1
1,0,0,0,0,12,2,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,2,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,1,0,5,1,1,0,0,1
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,9,0,0,1,0,1
1,0,0,0,0,12,-1,1,0,0,0
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,4,0,1,0,0,0
1,0,0,0,0,0,30,0,0,1,0
1,0,0,0,0,4,0,1,0,0,1
1,1,0,0,0,2,22,0,1,0,1
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,0,0,0,1,0
1,1,0,0,0,1,21,0,1,0,1
1,0,0,0,0,5,35,1,0,0,1
1,0,0,1,1,3,319,0,0,1,0
1,0,0,0,0,1,13,0,0,1,1
1,1,0,0,0,1,5,0,0,1,0
1,0,2,0,0,6,0,1,0,0,0
1,0,0,1,0,14,20,1,0,0,0
1,0,0,0,0,6,0,0,1,0,0
1,0,0,0,0,7,3,0,1,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,2,2,0,1,0,1
1,0,0,0,0,22,1,1,0,0,1
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,2,0,-1,0,0,1,1
1,0,0,0,0,0,2,0,0,1,0
1,0,0,0,0,4,54,1,0,0,1
1,0,0,0,0,1,6,1,0,0,0
1,0,0,0,2,24,32,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,0,0,1,1
1,1,0,0,0,0,1,1,0,0,1
1,0,1,0,0,5,31,0,1,0,1
1,0,0,0,0,2,4,1,0,0,0
1,0,0,0,0,2,6,0,0,1,0
1,1,0,0,0,1,33,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0
1,1,0,1,0,5,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1,1
1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,3,0,1,0,0,0
1,0,0,0,0,2,160,1,0,0,1
1,1,0,0,0,0,1,0,1,0,1
1,0,0,1,2,1,0,0,0,1,0
1,0,0,0,0,3,91,0,0,1,0
1,1,0,0,0,9,1,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,18,41,0,1,0,0
1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,3,12,1,0,0,0
1,0,0,1,0,6,2,1,0,0,0
1,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,3,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,18,3,0,1,0,0
1,0,0,0,0,2,0,1,0,0,0
1,1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,0,2,1,0,0,1
1,0,0,0,0,6,1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,3,1,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,1,2,0,1,0,0
1,1,0,0,0,3,2,0,1,0,1
1,1,0,0,0,3,0,0,1,0,1
0,1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,10,4,0,1,0,0
1,0,0,0,0,0,1,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,4,0,1,0,0
1,1,0,0,3,0,0,0,0,1,1
1,1,0,0,0,9,1,1,0,0,0
1,0,0,0,0,4,0,0,0,1,0
1,1,0,0,0,1,3,0,1,0,1
0,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,2,0,0,0,1,1
0,1,0,0,0,1,0,0,1,0,1
1,1,0,2,0,6,1,0,0,1,1
0,1,0,0,0,0,1,1,0,0,1
0,1,0,0,0,2,181,1,0,0,1
0,0,0,0,0,1,13,0,0,1,1
1,0,0,0,0,2,1,0,0,1,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,1,4,0,1,0,1
1,0,0,0,0,6,2,1,0,0,0
1,0,0,1,0,7,38,1,0,0,0
1,0,0,0,0,5,180,1,0,0,0
1,1,0,0,0,8,0,0,1,0,1
0,1,0,1,0,7,0,0,1,0,0
1,0,0,0,0,3,1,1,0,0,1
0,0,0,0,0,1,116,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,2,0,0,1,0,0,1
1,0,0,0,0,19,39,0,1,0,0
1,0,0,0,0,24,6,0,1,0,1
1,0,0,0,0,2,1,1,0,0,1
1,1,0,1,0,9,87,1,0,0,0
1,0,0,0,0,6,4,1,0,0,0
1,0,0,0,0,3,0,0,0,1,0
1,1,0,1,0,2,7,0,0,1,0
1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,4,9,0,1,0,0,1
0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,10,0,1,0,0,0
1,0,0,0,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,3,0,1,0,0,1
1,0,0,0,0,0,3,0,0,1,0
1,1,0,0,0,2,39,0,1,0,1
1,0,0,0,0,1,1,0,1,0,1
1,0,0,0,1,0,1,0,0,1,0
1,0,0,0,0,20,2,0,1,0,1
1,1,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,5,0,0,1,1
1,0,0,0,0,5,0,0,0,1,0
0,0,0,0,0,3,12,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,2,0,0,0,0,1,1
1,1,0,0,0,5,20,1,0,0,0
1,1,0,0,1,3,244,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,8,1,1,0,0,1
1,1,0,0,0,3,25,1,0,0,1
1,0,0,0,0,2,7,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,0,0,1,1,24,1,1,0,0,0
0,0,0,0,0,3,1,1,0,0,1
1,1,0,0,0,0,6,1,0,0,1
1,0,0,0,0,9,1,1,0,0,1
0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,2,1,0,0,1
0,0,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,1,0,0,1,0
1,1,0,0,0,9,116,1,0,0,0
1,0,0,0,0,0,26,0,1,0,0
1,0,0,0,1,5,236,1,0,0,0
0,0,0,0,0,7,18,0,1,0,1
1,1,0,0,0,3,0,0,1,0,1
1,1,0,0,0,0,5,1,0,0,0
1,0,0,0,1,2,10,0,0,1,0
1,1,0,2,1,9,54,1,0,0,1
1,0,0,0,1,0,35,0,0,1,0
1,0,0,0,0,5,5,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,5,2,1,0,0,1
1,0,0,0,0,13,242,0,1,0,0
1,0,0,0,0,2,0,1,0,0,1
1,0,0,1,1,1,5,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,7,4,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,4,5,1,0,0,0
0,0,0,0,0,2,30,0,0,1,1
1,0,0,0,0,4,51,0,0,1,0
1,1,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,2,19,1,0,0,0
1,1,0,0,0,0,0,0,1,0,0
1,1,0,0,0,1,59,1,0,0,1
1,1,0,0,0,0,30,0,1,0,0
1,0,1,0,0,7,1,1,0,0,0
1,1,0,0,0,0,-1,1,0,0,0
0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,2,-1,1,0,0,0
1,0,0,1,1,10,7,1,0,0,0
0,1,0,0,0,1,0,1,0,0,1
1,0,0,1,3,12,1,1,0,0,0
1,1,0,0,1,1,0,0,0,1,1
1,1,0,0,0,1,2,1,0,0,1
1,0,0,0,0,0,5,1,0,0,1
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,2,34,1,0,0,0
1,0,0,0,0,5,2,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,8,1,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,5,3,0,1,0,0
0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,5,0,1,0,0,0
0,1,0,0,0,1,-1,0,1,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,20,46,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,6,24,0,1,0,1
1,1,0,0,0,0,-1,1,0,0,1
1,0,0,0,0,1,86,0,0,1,0
1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,15,1,0,0,0
0,0,0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,2,-1,1,0,0,1
1,0,0,0,0,0,12,0,0,1,1
1,0,0,0,0,10,30,0,1,0,1
1,1,0,0,0,17,180,1,0,0,1
1,1,0,0,0,2,1,1,0,0,0
1,0,0,0,0,3,31,0,1,0,0
0,1,0,0,0,0,118,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,9,4,1,0,0,0
1,0,0,0,0,6,1,0,1,0,1
1,0,0,0,0,12,0,1,0,0,0
1,1,0,0,0,1,29,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,2,22,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,2,1,1,0,0,1,0
1,0,0,0,0,0,42,0,0,1,0
1,0,0,0,0,0,46,0,0,1,1
1,0,0,0,0,0,2,0,0,1,1
1,0,0,0,0,3,2,0,1,0,1
1,0,0,13,1,21,117,1,0,0,0
0,0,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,1,0,0,0,4,3,1,0,0,1
1,0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,2,1,0,0,0,1,1
1,1,0,0,0,3,1,0,1,0,1
1,1,0,0,0,2,0,1,0,0,0
1,1,0,0,0,3,0,1,0,0,1
1,1,0,0,0,1,41,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,1,1
1,1,0,0,0,0,-1,0,1,0,1
1,1,0,0,0,3,-1,1,0,0,0
1,0,0,0,0,3,4,1,0,0,0
1,1,0,0,0,0,24,0,1,0,0
1,1,0,0,0,2,7,0,0,1,1
1,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0,15,54,1,0,0,1
1,0,0,0,0,0,3,1,0,0,1
1,0,0,0,0,10,0,1,0,0,0
0,0,0,1,0,3,1,0,0,1,1
1,1,0,0,0,6,0,1,0,0,0
1,0,0,0,0,9,53,1,0,0,0
1,1,0,0,0,9,0,1,0,0,1
0,0,0,3,2,10,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,23,30,0,1,0,0
0,1,0,0,0,8,31,1,0,0,0
1,1,0,0,0,3,23,0,1,0,1
0,1,0,0,0,0,1,0,0,1,1
0,0,0,0,0,2,14,1,0,0,1
1,0,0,1,0,2,2,1,0,0,0
1,0,0,0,0,13,1,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,1
1,1,0,0,0,2,29,1,0,0,1
1,1,0,0,0,10,1,1,0,0,1
1,1,0,0,0,2,2,1,0,0,1
0,0,0,0,0,3,0,1,0,0,1
1,0,0,0,0,1,3,1,0,0,1
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,1,5,6,1,0,0,1
1,1,0,0,0,0,2,0,1,0,1
1,0,0,0,0,2,3,1,0,0,0
1,0,0,0,0,7,195,1,0,0,1
1,1,0,0,0,3,25,0,1,0,0
1,0,0,0,0,3,2,1,0,0,0
0,1,0,0,0,1,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,6,13,1,0,0,0
0,0,0,1,0,4,1,1,0,0,1
1,0,0,0,0,14,22,1,0,0,0
1,1,0,0,0,1,2,0,0,1,1
1,1,0,0,0,3,13,0,1,0,0
0,0,0,0,0,3,1,1,0,0,1
0,0,0,0,0,4,0,1,0,0,0
1,1,0,0,0,2,0,0,0,1,0
1,0,0,0,0,2,0,1,0,0,0
1,0,0,0,0,0,2,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,3,30,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,1,0,0,0,6,0,1,0,0,0
1,0,0,0,0,3,8,0,1,0,1
1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,141,1,0,0,1
1,1,0,0,0,9,8,1,0,0,0
1,0,1,0,1,9,4,0,0,1,0
1,0,2,1,1,16,52,1,0,0,0
1,0,0,0,0,0,1,0,0,1,1
1,0,0,1,0,7,1,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,4,0,1,0,0,0
1,0,0,0,0,1,10,0,1,0,1
1,1,0,0,0,0,35,0,1,0,0
1,0,0,0,0,3,39,0,1,0,0
1,0,0,0,0,14,1,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,2,0,21,1,1,0,0,1
0,0,0,0,0,3,0,1,0,0,0
1,0,0,1,0,1,0,0,0,1,0
1,0,0,0,0,9,17,1,0,0,0
1,0,1,0,1,9,115,0,1,0,0
1,0,0,0,1,0,6,0,0,1,0
0,1,0,0,0,2,62,1,0,0,0
1,0,0,1,1,3,17,0,0,1,0
1,1,0,0,0,1,14,1,0,0,1
1,1,0,0,0,4,1,0,1,0,1
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,8,-1,0,1,0,0
1,0,0,0,0,4,1,1,0,0,0
1,0,0,1,0,4,143,0,0,1,0
1,0,0,0,0,5,1,1,0,0,1
1,1,0,0,0,0,9,0,0,1,0
0,1,0,0,0,1,4,1,0,0,0
1,0,0,0,0,3,0,1,0,0,0
1,0,0,3,0,10,3,1,0,0,0
1,0,0,0,0,1,1,0,0,1,1
1,0,0,0,0,1,0,1,0,0,1
1,0,0,1,0,2,0,0,0,1,0
1,0,0,0,0,6,1,0,0,1,0
1,1,6,1,0,17,181,1,0,0,0
1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,6,0,1,0,0,0
1,1,0,0,0,1,43,1,0,0,1
1,1,0,0,0,2,1,1,0,0,1
1,1,0,2,1,10,6,1,0,0,0
1,1,0,0,0,4,0,0,0,1,0
1,0,0,0,0,10,1,0,1,0,0
1,0,0,0,0,9,0,1,0,0,0
1,1,0,0,0,1,8,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,2,-1,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,4,19,1,0,0,0
1,0,0,0,0,0,5,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,19,0,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,6,34,1,0,0,0
1,1,0,0,0,0,1,1,0,0,0
0,1,0,0,2,2,1,1,0,0,0
1,0,0,0,0,8,64,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,8,5,0,1,0,1
1,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,6,39,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,4,47,1,0,0,1
0,1,0,0,1,2,0,0,0,1,1
1,0,0,0,0,13,6,0,1,0,0
1,1,0,0,1,0,18,0,0,1,0
0,1,0,0,0,5,55,1,0,0,1
0,0,0,0,0,0,2,0,0,1,1
1,0,0,0,0,3,1,1,0,0,1
0,0,0,0,0,5,33,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,1
1,1,0,1,1,3,65,1,0,0,1
1,1,0,0,0,0,11,1,0,0,1
1,0,0,0,0,1,20,0,0,1,0
1,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,3,53,0,0,1,0
1,0,0,0,0,1,75,0,0,1,0
0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,7,6,1,0,0,0
1,1,0,0,0,2,10,1,0,0,0
0,0,0,0,0,2,1,0,0,1,0
1,1,0,0,0,0,-1,1,0,0,1
1,0,1,0,0,2,506,0,0,1,0
1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,0,1,3,0,24,85,1,0,0,0
1,0,0,0,0,1,5,1,0,0,1
1,1,0,0,0,0,1,0,1,0,1
0,1,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,7,4,1,0,0,0
1,0,0,0,0,6,1,0,1,0,1
0,1,0,0,0,2,27,1,0,0,0
1,0,0,0,0,5,51,1,0,0,0
1,1,0,0,1,6,1,1,0,0,0
1,1,0,0,0,0,1,0,1,0,1
1,0,0,0,0,5,30,1,0,0,0
1,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,10,243,1,0,0,0
1,0,0,1,0,2,0,0,0,1,0
1,0,5,0,0,10,4,1,0,0,0
0,0,0,0,0,0,77,0,1,0,1
1,0,0,0,0,0,7,1,0,0,1
1,0,0,4,0,7,11,0,0,1,0
1,0,0,0,0,3,15,1,0,0,0
1,0,0,0,0,7,0,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,2,0,0,1,0
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0
1,1,0,0,1,18,178,1,0,0,0
0,0,0,0,0,3,0,1,0,0,0
1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,6,8,0,1,0,0
0,0,0,0,0,4,13,0,1,0,1
0,1,0,0,0,1,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,5,0,1,0,0,0
1,0,0,0,0,1,3,1,0,0,1
0,1,0,0,0,2,0,0,1,0,1
1,0,0,0,0,1,57,1,0,0,0
1,0,1,8,5,23,1,1,0,0,0
1,0,0,2,1,25,0,1,0,0,0
1,0,0,0,0,18,12,1,0,0,0
1,0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,11,0,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,1,0,0,9,0,1,0,0,1
1,0,1,0,0,7,10,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,7,19,1,0,0,1
0,0,0,0,0,0,3,1,0,0,0
1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,3,1,1,0,0,1
0,0,0,0,0,3,61,1,0,0,1
1,0,1,0,0,26,0,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,1,2,0,0,1,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,11,1,0,1,0,1
1,1,0,0,0,13,0,0,1,0,1
1,0,0,4,4,9,0,1,0,0,0
0,1,0,0,0,1,39,1,0,0,1
0,0,0,0,0,5,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,8,1,0,0,1
1,0,0,0,3,2,0,0,0,1,0
1,0,1,0,0,1,0,0,0,1,0
0,0,0,2,0,10,1,1,0,0,1
1,1,0,0,0,8,37,0,0,1,1
0,1,0,0,0,2,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,4,-1,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,2,0,0,1,0,1
0,1,0,0,0,10,41,0,1,0,0
1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,0,0,-1,1,0,0,0
1,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,2,10,0,0,1,0
1,0,0,0,0,0,14,0,0,1,0
1,1,0,0,0,2,1,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,1,57,0,0,1,0
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,1,0,0,1,1
1,1,0,0,0,3,1,1,0,0,0
0,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,3,1,0,1,0,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,2,1,0,0,0
1,0,2,1,1,3,0,0,0,1,0
1,0,0,0,1,3,-1,0,0,1,0
1,1,0,0,0,2,1,0,1,0,1
1,0,0,0,0,0,21,1,0,0,1
0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,97,0,0,1,0
1,1,0,0,0,0,0,0,0,1,0
1,1,0,0,0,3,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,7,77,1,0,0,0
1,1,0,0,0,0,1,0,1,0,1
0,0,0,0,0,11,0,1,0,0,1
1,0,0,0,0,7,1,1,0,0,1
1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,15,1,1,0,0,0
1,1,0,1,0,9,0,1,0,0,1
1,0,0,0,0,0,3,1,0,0,0
0,1,0,0,0,0,2,1,0,0,1
1,1,0,0,0,5,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,4,7,1,0,0,1
1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,2,2,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
